Species_Name,tiplabel,gen,fam,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC
Tapirus_pinchaque,Tapirus_pinchaque_TAPIRIDAE_PERISSODACTYLA,Tapirus,TAPIRIDAE,PERISSODACTYLA,Perissodactyla,Laurasiatheria,Tapirus_pinchaque,4,0,sampled,PC21_Perissodactyla
Tapirus_terrestris,Tapirus_terrestris_TAPIRIDAE_PERISSODACTYLA,Tapirus,TAPIRIDAE,PERISSODACTYLA,Perissodactyla,Laurasiatheria,Tapirus_terrestris,7,0,sampled,PC21_Perissodactyla
Tarsipes_rostratus,Tarsipes_rostratus_TARSIPEDIDAE_DIPROTODONTIA,Tarsipes,TARSIPEDIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Tarsipes_rostratus,24,0,sampled,PC1_Marsupials
Tarsius_bancanus,Tarsius_bancanus_TARSIIDAE_PRIMATES,Tarsius,TARSIIDAE,PRIMATES,Tarsiiformes,Euarchontoglires,Tarsius_bancanus,21,0,sampled,PC5_Primates
Tarsius_dentatus,Tarsius_dentatus_TARSIIDAE_PRIMATES,Tarsius,TARSIIDAE,PRIMATES,Tarsiiformes,Euarchontoglires,Tarsius_dentatus,4,0,sampled,PC5_Primates
Tarsius_lariang,Tarsius_lariang_TARSIIDAE_PRIMATES,Tarsius,TARSIIDAE,PRIMATES,Tarsiiformes,Euarchontoglires,NA,4,0,sampled,PC5_Primates
Tarsius_pelengensis,Tarsius_pelengensis_TARSIIDAE_PRIMATES,Tarsius,TARSIIDAE,PRIMATES,Tarsiiformes,Euarchontoglires,Tarsius_pelengensis,0,0,imputed,PC5_Primates
Tarsius_pumilus,Tarsius_pumilus_TARSIIDAE_PRIMATES,Tarsius,TARSIIDAE,PRIMATES,Tarsiiformes,Euarchontoglires,Tarsius_pumilus,0,0,imputed,PC5_Primates
Tarsius_sangirensis,Tarsius_sangirensis_TARSIIDAE_PRIMATES,Tarsius,TARSIIDAE,PRIMATES,Tarsiiformes,Euarchontoglires,Tarsius_sangirensis,0,0,imputed,PC5_Primates
Tarsius_syrichta,Tarsius_syrichta_TARSIIDAE_PRIMATES,Tarsius,TARSIIDAE,PRIMATES,Tarsiiformes,Euarchontoglires,Tarsius_syrichta,30,0,sampled,PC5_Primates
Tarsius_tarsier,Tarsius_tarsier_TARSIIDAE_PRIMATES,Tarsius,TARSIIDAE,PRIMATES,Tarsiiformes,Euarchontoglires,Tarsius_tarsier,5,0,sampled,PC5_Primates
Tarsius_tumpara,Tarsius_tumpara_TARSIIDAE_PRIMATES,Tarsius,TARSIIDAE,PRIMATES,Tarsiiformes,Euarchontoglires,NA,0,0,imputed,PC5_Primates
Tarsius_wallacei,Tarsius_wallacei_TARSIIDAE_PRIMATES,Tarsius,TARSIIDAE,PRIMATES,Tarsiiformes,Euarchontoglires,NA,4,0,sampled,PC5_Primates
Tarsomys_apoensis,Tarsomys_apoensis_MURIDAE_RODENTIA,Tarsomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Tarsomys_apoensis,3,0,sampled,PC11_Muridae
Tarsomys_echinatus,Tarsomys_echinatus_MURIDAE_RODENTIA,Tarsomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Tarsomys_echinatus,0,0,imputed,PC11_Muridae
Tasmacetus_shepherdi,Tasmacetus_shepherdi_ZIPHIIDAE_CETARTIODACTYLA,Tasmacetus,ZIPHIIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,Tasmacetus_shepherdi,2,0,sampled,PC20_Cetartiodactyla
Tateomys_macrocercus,Tateomys_macrocercus_MURIDAE_RODENTIA,Tateomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Tateomys_macrocercus,0,0,imputed,PC11_Muridae
Tateomys_rhinogradoides,Tateomys_rhinogradoides_MURIDAE_RODENTIA,Tateomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Tateomys_rhinogradoides,0,0,imputed,PC11_Muridae
Tatera_indica,Tatera_indica_MURIDAE_RODENTIA,Tatera,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Tatera_indica,2,0,sampled,PC11_Muridae
Taterillus_arenarius,Taterillus_arenarius_MURIDAE_RODENTIA,Taterillus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Taterillus_arenarius,2,0,sampled,PC11_Muridae
Taterillus_congicus,Taterillus_congicus_MURIDAE_RODENTIA,Taterillus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Taterillus_congicus,0,0,imputed,PC11_Muridae
Taterillus_emini,Taterillus_emini_MURIDAE_RODENTIA,Taterillus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Taterillus_emini,5,0,sampled,PC11_Muridae
Taterillus_gracilis,Taterillus_gracilis_MURIDAE_RODENTIA,Taterillus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Taterillus_gracilis,2,0,sampled,PC11_Muridae
Taterillus_lacustris,Taterillus_lacustris_MURIDAE_RODENTIA,Taterillus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Taterillus_lacustris,0,0,imputed,PC11_Muridae
Taterillus_petteri,Taterillus_petteri_MURIDAE_RODENTIA,Taterillus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Taterillus_petteri,1,0,sampled,PC11_Muridae
Taterillus_pygargus,Taterillus_pygargus_MURIDAE_RODENTIA,Taterillus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Taterillus_pygargus,1,0,sampled,PC11_Muridae
Taterillus_tranieri,Taterillus_tranieri_MURIDAE_RODENTIA,Taterillus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Taterillus_tranieri,0,0,imputed,PC11_Muridae
Taxidea_taxus,Taxidea_taxus_MUSTELIDAE_CARNIVORA,Taxidea,MUSTELIDAE,CARNIVORA,Caniformes,Laurasiatheria,Taxidea_taxus,14,0,sampled,PC22_Carnivora
Tayassu_pecari,Tayassu_pecari_TAYASSUIDAE_CETARTIODACTYLA,Tayassu,TAYASSUIDAE,CETARTIODACTYLA,Suina,Laurasiatheria,Tayassu_pecari,2,0,sampled,PC20_Cetartiodactyla
Tenrec_ecaudatus,Tenrec_ecaudatus_TENRECIDAE_AFROSORICIDA,Tenrec,TENRECIDAE,AFROSORICIDA,Afrotheria,Afroth.,Tenrec_ecaudatus,8,0,sampled,PC2_Afrotheria
Tetracerus_quadricornis,Tetracerus_quadricornis_BOVIDAE_CETARTIODACTYLA,Tetracerus,BOVIDAE,CETARTIODACTYLA,Ruminantia,Laurasiatheria,Tetracerus_quadricornis,4,0,sampled,PC20_Cetartiodactyla
Thallomys_loringi,Thallomys_loringi_MURIDAE_RODENTIA,Thallomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thallomys_loringi,1,0,sampled,PC11_Muridae
Thallomys_nigricauda,Thallomys_nigricauda_MURIDAE_RODENTIA,Thallomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thallomys_nigricauda,1,0,sampled,PC11_Muridae
Thallomys_paedulcus,Thallomys_paedulcus_MURIDAE_RODENTIA,Thallomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thallomys_paedulcus,2,0,sampled,PC11_Muridae
Thallomys_shortridgei,Thallomys_shortridgei_MURIDAE_RODENTIA,Thallomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thallomys_shortridgei,0,0,imputed,PC11_Muridae
Thalpomys_cerradensis,Thalpomys_cerradensis_CRICETIDAE_RODENTIA,Thalpomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thalpomys_cerradensis,2,0,sampled,PC12_Cricetidae
Thalpomys_lasiotis,Thalpomys_lasiotis_CRICETIDAE_RODENTIA,Thalpomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thalpomys_lasiotis,1,0,sampled,PC12_Cricetidae
Thamnomys_kempi,Thamnomys_kempi_MURIDAE_RODENTIA,Thamnomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thamnomys_kempi,0,0,imputed,PC11_Muridae
Thamnomys_schoutedeni,Thamnomys_schoutedeni_MURIDAE_RODENTIA,Thamnomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,0,0,imputed,PC11_Muridae
Thamnomys_venustus,Thamnomys_venustus_MURIDAE_RODENTIA,Thamnomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thamnomys_venustus,0,0,imputed,PC11_Muridae
Thaptomys_nigrita,Thaptomys_nigrita_CRICETIDAE_RODENTIA,Thaptomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thaptomys_nigrita,8,0,sampled,PC12_Cricetidae
Theropithecus_gelada,Theropithecus_gelada_CERCOPITHECIDAE_PRIMATES,Theropithecus,CERCOPITHECIDAE,PRIMATES,Catarrhini,Euarchontoglires,Theropithecus_gelada,15,0,sampled,PC5_Primates
Thomasomys_andersoni,Thomasomys_andersoni_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae
Thomasomys_apeco,Thomasomys_apeco_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_apeco,0,0,imputed,PC12_Cricetidae
Thomasomys_aureus,Thomasomys_aureus_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_aureus,6,0,sampled,PC12_Cricetidae
Thomasomys_baeops,Thomasomys_baeops_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_baeops,2,0,sampled,PC12_Cricetidae
Thomasomys_bombycinus,Thomasomys_bombycinus_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_bombycinus,0,0,imputed,PC12_Cricetidae
Thomasomys_caudivarius,Thomasomys_caudivarius_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_caudivarius,6,0,sampled,PC12_Cricetidae
Thomasomys_cinereiventer,Thomasomys_cinereiventer_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_cinereiventer,0,0,imputed,PC12_Cricetidae
Thomasomys_cinereus,Thomasomys_cinereus_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_cinereus,0,0,imputed,PC12_Cricetidae
Thomasomys_cinnameus,Thomasomys_cinnameus_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_cinnameus,1,0,sampled,PC12_Cricetidae
Thomasomys_daphne,Thomasomys_daphne_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_daphne,1,0,sampled,PC12_Cricetidae
Thomasomys_eleusis,Thomasomys_eleusis_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_eleusis,0,0,imputed,PC12_Cricetidae
Thomasomys_erro,Thomasomys_erro_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_erro,1,0,sampled,PC12_Cricetidae
Thomasomys_gracilis,Thomasomys_gracilis_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_gracilis,1,0,sampled,PC12_Cricetidae
Thomasomys_hudsoni,Thomasomys_hudsoni_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_hudsoni,0,0,imputed,PC12_Cricetidae
Thomasomys_hylophilus,Thomasomys_hylophilus_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_hylophilus,0,0,imputed,PC12_Cricetidae
Thomasomys_incanus,Thomasomys_incanus_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_incanus,0,0,imputed,PC12_Cricetidae
Thomasomys_ischyrus,Thomasomys_ischyrus_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_ischyrus,2,0,sampled,PC12_Cricetidae
Thomasomys_kalinowskii,Thomasomys_kalinowskii_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_kalinowskii,0,0,imputed,PC12_Cricetidae
Thomasomys_ladewi,Thomasomys_ladewi_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_ladewi,1,0,sampled,PC12_Cricetidae
Thomasomys_laniger,Thomasomys_laniger_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_laniger,0,0,imputed,PC12_Cricetidae
Thomasomys_macrotis,Thomasomys_macrotis_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_macrotis,0,0,imputed,PC12_Cricetidae
Thomasomys_monochromos,Thomasomys_monochromos_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_monochromos,0,0,imputed,PC12_Cricetidae
Thomasomys_niveipes,Thomasomys_niveipes_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_niveipes,0,0,imputed,PC12_Cricetidae
Thomasomys_notatus,Thomasomys_notatus_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_notatus,3,0,sampled,PC12_Cricetidae
Thomasomys_onkiro,Thomasomys_onkiro_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_onkiro,0,0,imputed,PC12_Cricetidae
Thomasomys_oreas,Thomasomys_oreas_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_oreas,1,0,sampled,PC12_Cricetidae
Thomasomys_paramorum,Thomasomys_paramorum_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_paramorum,0,0,imputed,PC12_Cricetidae
Thomasomys_popayanus,Thomasomys_popayanus_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_popayanus,0,0,imputed,PC12_Cricetidae
Thomasomys_praetor,Thomasomys_praetor_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_praetor,0,0,imputed,PC12_Cricetidae
Thomasomys_pyrrhonotus,Thomasomys_pyrrhonotus_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_pyrrhonotus,0,0,imputed,PC12_Cricetidae
Thomasomys_rhoadsi,Thomasomys_rhoadsi_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_rhoadsi,0,0,imputed,PC12_Cricetidae
Thomasomys_rosalinda,Thomasomys_rosalinda_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_rosalinda,0,0,imputed,PC12_Cricetidae
Thomasomys_silvestris,Thomasomys_silvestris_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_silvestris,0,0,imputed,PC12_Cricetidae
Thomasomys_taczanowskii,Thomasomys_taczanowskii_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_taczanowskii,0,0,imputed,PC12_Cricetidae
Thomasomys_ucucha,Thomasomys_ucucha_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_ucucha,0,0,imputed,PC12_Cricetidae
Thomasomys_vestitus,Thomasomys_vestitus_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_vestitus,0,0,imputed,PC12_Cricetidae
Thomasomys_vulcani,Thomasomys_vulcani_CRICETIDAE_RODENTIA,Thomasomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomasomys_vulcani,0,0,imputed,PC12_Cricetidae
Thomomys_atrovarius,Thomomys_atrovarius_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,4,0,sampled,PC7_Castorimorpha
Thomomys_bottae,Thomomys_bottae_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomomys_bottae,9,0,sampled,PC7_Castorimorpha
Thomomys_bulbivorus,Thomomys_bulbivorus_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomomys_bulbivorus,4,0,sampled,PC7_Castorimorpha
Thomomys_clusius,Thomomys_clusius_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomomys_clusius,0,0,imputed,PC7_Castorimorpha
Thomomys_idahoensis,Thomomys_idahoensis_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomomys_idahoensis,0,0,imputed,PC7_Castorimorpha
Thomomys_mazama,Thomomys_mazama_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomomys_mazama,3,0,sampled,PC7_Castorimorpha
Thomomys_monticola,Thomomys_monticola_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomomys_monticola,2,0,sampled,PC7_Castorimorpha
Thomomys_nayarensis,Thomomys_nayarensis_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,4,0,sampled,PC7_Castorimorpha
Thomomys_sheldoni,Thomomys_sheldoni_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,5,0,sampled,PC7_Castorimorpha
Thomomys_talpoides,Thomomys_talpoides_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomomys_talpoides,7,0,sampled,PC7_Castorimorpha
Thomomys_townsendii,Thomomys_townsendii_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomomys_townsendii,1,0,sampled,PC7_Castorimorpha
Thomomys_umbrinus,Thomomys_umbrinus_GEOMYIDAE_RODENTIA,Thomomys,GEOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Thomomys_umbrinus,4,0,sampled,PC7_Castorimorpha
Thoopterus_nigrescens,Thoopterus_nigrescens_PTEROPODIDAE_CHIROPTERA,Thoopterus,PTEROPODIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Thoopterus_nigrescens,2,0,sampled,PC19_Yinpterochiroptera
Thoopterus_suhaniahae,Thoopterus_suhaniahae_PTEROPODIDAE_CHIROPTERA,Thoopterus,PTEROPODIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,NA,0,0,imputed,PC19_Yinpterochiroptera
Thrichomys_apereoides,Thrichomys_apereoides_ECHIMYIDAE_RODENTIA,Thrichomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Thrichomys_apereoides,5,0,sampled,PC14_GuineaPigRelated
Thrichomys_fosteri,Thrichomys_fosteri_ECHIMYIDAE_RODENTIA,Thrichomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,NA,1,0,sampled,PC14_GuineaPigRelated
Thrichomys_inermis,Thrichomys_inermis_ECHIMYIDAE_RODENTIA,Thrichomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Thrichomys_inermis,1,0,sampled,PC14_GuineaPigRelated
Thrichomys_laurentius,Thrichomys_laurentius_ECHIMYIDAE_RODENTIA,Thrichomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,NA,1,0,sampled,PC14_GuineaPigRelated
Thrichomys_pachyurus,Thrichomys_pachyurus_ECHIMYIDAE_RODENTIA,Thrichomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Thrichomys_pachyurus,1,0,sampled,PC14_GuineaPigRelated
Thryonomys_gregorianus,Thryonomys_gregorianus_THRYONOMYIDAE_RODENTIA,Thryonomys,THRYONOMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Thryonomys_gregorianus,0,0,imputed,PC14_GuineaPigRelated
Thryonomys_swinderianus,Thryonomys_swinderianus_THRYONOMYIDAE_RODENTIA,Thryonomys,THRYONOMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Thryonomys_swinderianus,26,0,sampled,PC14_GuineaPigRelated
Thylacinus_cynocephalus,Thylacinus_cynocephalus_THYLACINIDAE_DASYUROMORPHIA,Thylacinus,THYLACINIDAE,DASYUROMORPHIA,Dasyuromorphia,Marsupialia,Thylacinus_cynocephalus,0,1,imputed,PC1_Marsupials
Thylamys_cinderella,Thylamys_cinderella_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,Thylamys_cinderella,1,0,sampled,PC1_Marsupials
Thylamys_citellus,Thylamys_citellus_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,NA,1,0,sampled,PC1_Marsupials
Thylamys_elegans,Thylamys_elegans_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,Thylamys_elegans,4,0,sampled,PC1_Marsupials
Thylamys_fenestrae,Thylamys_fenestrae_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,NA,0,0,imputed,PC1_Marsupials
Thylamys_karimii,Thylamys_karimii_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,Thylamys_karimii,3,0,sampled,PC1_Marsupials
Thylamys_macrurus,Thylamys_macrurus_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,Thylamys_macrurus,8,0,sampled,PC1_Marsupials
Thylamys_pallidior,Thylamys_pallidior_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,Thylamys_pallidior,8,0,sampled,PC1_Marsupials
Thylamys_pulchellus,Thylamys_pulchellus_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,NA,1,0,sampled,PC1_Marsupials
Thylamys_pusillus,Thylamys_pusillus_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,Thylamys_pusillus,8,0,sampled,PC1_Marsupials
Thylamys_sponsorius,Thylamys_sponsorius_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,Thylamys_sponsorius,3,0,sampled,PC1_Marsupials
Thylamys_tatei,Thylamys_tatei_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,Thylamys_tatei,1,0,sampled,PC1_Marsupials
Thylamys_velutinus,Thylamys_velutinus_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,Thylamys_velutinus,1,0,sampled,PC1_Marsupials
Thylamys_venustus,Thylamys_venustus_DIDELPHIDAE_DIDELPHIMORPHIA,Thylamys,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,Thylamys_venustus,8,0,sampled,PC1_Marsupials
Thylogale_billardierii,Thylogale_billardierii_MACROPODIDAE_DIPROTODONTIA,Thylogale,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Thylogale_billardierii,4,0,sampled,PC1_Marsupials
Thylogale_browni,Thylogale_browni_MACROPODIDAE_DIPROTODONTIA,Thylogale,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Thylogale_browni,4,0,sampled,PC1_Marsupials
Thylogale_brunii,Thylogale_brunii_MACROPODIDAE_DIPROTODONTIA,Thylogale,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Thylogale_brunii,5,0,sampled,PC1_Marsupials
Thylogale_calabyi,Thylogale_calabyi_MACROPODIDAE_DIPROTODONTIA,Thylogale,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Thylogale_calabyi,1,0,sampled,PC1_Marsupials
Thylogale_lanatus,Thylogale_lanatus_MACROPODIDAE_DIPROTODONTIA,Thylogale,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Thylogale_lanatus,1,0,sampled,PC1_Marsupials
Thylogale_stigmatica,Thylogale_stigmatica_MACROPODIDAE_DIPROTODONTIA,Thylogale,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Thylogale_stigmatica,7,0,sampled,PC1_Marsupials
Thylogale_thetis,Thylogale_thetis_MACROPODIDAE_DIPROTODONTIA,Thylogale,MACROPODIDAE,DIPROTODONTIA,Diprodontia,Marsupialia,Thylogale_thetis,4,0,sampled,PC1_Marsupials
Thyroptera_devivoi,Thyroptera_devivoi_THYROPTERIDAE_CHIROPTERA,Thyroptera,THYROPTERIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC16_PhyllostomidRelated
Thyroptera_discifera,Thyroptera_discifera_THYROPTERIDAE_CHIROPTERA,Thyroptera,THYROPTERIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Thyroptera_discifera,2,0,sampled,PC16_PhyllostomidRelated
Thyroptera_lavali,Thyroptera_lavali_THYROPTERIDAE_CHIROPTERA,Thyroptera,THYROPTERIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Thyroptera_lavali,1,0,sampled,PC16_PhyllostomidRelated
Thyroptera_tricolor,Thyroptera_tricolor_THYROPTERIDAE_CHIROPTERA,Thyroptera,THYROPTERIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Thyroptera_tricolor,18,0,sampled,PC16_PhyllostomidRelated
